rating,text,title,user.userLocation.name,user.userLocation.shortName,user.username,publishedDate,X,X.1,X.2,X.3,X.4,X.5,sentiment,year,nationality
5,"The tasting menu date with my wife was great. 
The food was interesting with a variety of different flavors. Nice, tasty with modern inserts. 
In addition, the service provided by Mr. Maciej added a nice and professional touch. Thanks to this, we could get to know our tastes better. 
I recommend it to eat tasty food and have a good time. ",Tasting menu to discover interesting flavors,"Lodz, Poland",Lodz,Boborobek,2023-08-09,,,,,,,pos,2023.0,Poland
5,Omg! We found this hidden gem and we L O V E D it!! Amazing food and super service minded staff. I can highly recommend this place. It is totally worth the distance from town.,Go there!,"Mahe Island, Seychelles",Mahe Island,B1730ZJcarolineb,2022-08-12,,,,,,,pos,2022.0,Foreigner
5,"Absolutely fantastic Service, especially Gaja, their wine expert. So good food and drink. Exciting taste experience, of a lot of impressions.
Can definitely be recommended.",Fantastic service and food,"Majorca, Spain",Majorca,maibjerg,2024-12-07,,,,,,,pos,2024.0,Foreigner
5,My wife and I went to the Eliksir restaurant for our 5th wedding anniversary. The tasting menu with cocktail pairing was an amazing and new taste experience. Preparing the dessert in front of us using liquid nitrogen was a complement to these amazing culinary experiences.,Amazing taste sensations!,"Malbork, Poland",Malbork,NorthStar38217945750,2024-06-16,,,,,,,pos,2024.0,Poland
5,"I had a pleasure organizing corporate event in Eliksir last December 2022 for 75 guests.
Thanks to the highly professional crew we had enjoyed the evening all together. You can expect to be treated very nicely from the first step there. The food was on time, it was warm and very delicious. One of the important things I'd like to mention that on this venue waitresses serve you with high quality and at the same time at the right moment, so everyone feel much more comfortable and can continue enjoying the event.
I would like to thank once again to Ewa, event manager, who supported me from day one and managed everything perfectly at the day of the event. To be honest, all the processed were working like a swiss watches :)",Venue where people feel great,"Maspalomas, Spain",Maspalomas,sandrabS8236VH,2023-01-11,,,,,,,pos,2023.0,Foreigner
5,"The wife had booked a place before we left Norway. Took Bolt out of town, about 10 minutes. Delicious dishes and the wife took a drink package to the menu. We got 6-7 different tasting dishes and they were great. A delicious final dish was extra exciting 👍🏻🥰 Ps: A small tip tip is added to the bill 😅 We went on a tip bang 🫣","A great place to try, if there is space.","Moss, Norway",Moss,espentveter,2024-06-24,,,,,,,pos,2024.0,Foreigner
5,"I won't dwell on each dish and cocktail individually. Every item on the tasting menu was absolutely amazing. A visit to Eliksir is one of the most amazing culinary experiences I have had in my life and if it weren't for the fact that the level of the place defined the seriousness of the situation and required basic manners from the guest, I would have licked every plate clean along with the table :)
It is an incredible scandal that Eliksir does not receive even one Michelin star. I wish you with all my heart that this will happen as soon as possible!
The magical evening was complemented by excellent service and Mr. Radosław, who very unobtrusively and professionally made it clear that waiter service is not about delivering cutlets but about showing 100% care for the guest in every respect. Your superiors will make sure this is included in your future payslip, right? :)
Chapeau bass!",Mary's magic in the palate!,"Munich, Germany",Munich,MacGozdzik,2023-02-22,,,,,,,pos,2023.0,Foreigner
5,We tested some cocktails. Top quality! Our bartenders name was Micheal and he was a very sweet and nice guy. The building itself was very classy,Cocktail testing,"Nesbyen, Norway",Nesbyen,kristiansvenkerud,2023-03-21,,,,,,,pos,2023.0,Foreigner
5,"We had such a wonderful dinner at Eliksir. The food and drinks were amazing, and we got an excellent service from Paulina (the blonde one, with the nose piercing;)). We had an amazing evening, and we would like to recommend this place for everyone who would like a tasty dinner (and a great evening) ❤️ ",Totally recommend,"Nesoddtangen, Norway",Nesoddtangen,Doxrud95,2023-05-19,,,,,,,pos,2023.0,Foreigner
4,"We were two couples who took the 5-course meal with drinks. We were told afterwards that their menu was being worked on. We thought the first two courses were below par, but the meal finished strong. A fun twist is that the food is paired with drinks and not wine. Definitely worth a try.",An experience,"Oahu, Hawaii",Oahu,595henrikr,2022-09-24,,,,,,,pos,2022.0,Foreigner
5,"A well-deserved star. We tried the meat tasting and it was a phenomenal experience. 
Everything is based on regional ingredients and very tasty. Greetings to the waiter Bartek and the sommelier, a very nice team with great knowledge.",We recommend,"Olsztyn, Poland",Olsztyn,adamkR128AD,2024-06-28,,,,,,,pos,2024.0,Poland
4,"We went for the traditional set menu with a cocktail for each course. The first courses were perhaps a little special and a little adult for our palate, but from the main courses onwards I have nothing to complain about the food. 
If we had to choose again, we would have ditched the cocktail and gone for some good red wine by the glass. 
The cocktail was a bit too special and reminded me of some old dessert wine.","Good, but rather go for wine than cocktail package.","Oslo, Norway",Oslo,kristinahH4581YN,2024-11-23,,,,,,,pos,2024.0,Foreigner
5,"Greate pairing with food and drinks! 
The host made the stay a real pleasure! 
Didnt get his name, but with curly hair, a pleasant and comforting atmosphere, he made the evening a real experience!  10/10 
Maciej is the name of the legend!",10/10,"Oslo, Norway",Oslo,Erlendhagen,2024-08-05,,,,,,,pos,2024.0,Foreigner
5,"Went with a group of friends who had a tasting menu, whilst being unable to do that myself due to dietary restrictions. The group was very happy with their experience and the staff was really friendly and helpful to adapt to my requests. Our waiter, Maciej was service minded and friendly during our entire experience. Well worth the trip out of the city center!",Really good visit with friends,"Oslo, Norway",Oslo,Millengirl,2024-03-09,,,,,,,pos,2024.0,Foreigner
5,Fantastic experience with a tasting menu. We celebrated my boyfriend’s birthday and the waiter Mateusz made the experience perfect. We will come back soon!,Perfect from start to finish,"Oslo, Norway",Oslo,J5906ARjulias,2023-12-10,,,,,,,pos,2023.0,Foreigner
5,"A really good experience in Gdansk! Great food and Peter made the evening even better with his good presentation of the food and drinks.
Highly recommended!",Fine dining in Gdansk,"Oslo, Norway",Oslo,danieljorg,2023-10-13,,,,,,,pos,2023.0,Foreigner
5,A  very nice experience for our party with good food and great drinks. Real value for our money. Excellent service from our waiter Maciek.,Exciting restaurant with great food and drinks,"Oslo, Norway",Oslo,nina643,2023-09-15,,,,,,,pos,2023.0,Foreigner
4,"Exciting restaurant with good service.
Full menu with cocktail pairing, something was absolutely exquisite 
Very nice waiter, Marciek",Exciting restaurant!,"Oslo, Norway",Oslo,Blikket,2023-09-15,,,,,,,pos,2023.0,Foreigner
5,"Amazing service and amazing food! Would recommend this to everyone. You should ask for Basil as your waiter!!🙌🏼 he is fantastic at explaining the dishes, friendly and with good humour!",Amazing,"Oslo, Norway",Oslo,mariaekj,2022-11-05,,,,,,,pos,2022.0,Foreigner
5,"I was at a whiskey tasting with a friend, we had a nice training in the types of whisky, history and production process conducted by the bartender Michał, accompanied by appetizers selected for each type. A very nice hour spent and we would love to do it again.",Whiskey tasting,"Pisarovina, Croatia",Pisarovina,541krzysztoff,2023-03-07,,,,,,,pos,2023.0,Foreigner
5,I was in Eliksir with my best friend on dinner and few alco samples. Waiter Maciek has a big knowledge about connection between alcohol and dishes! This was very amazing experience.,Evening with friend,Poland,Poland,781damianz,2023-10-11,,,,,,,pos,2023.0,Poland
1,"Unfortunately, I do not recommend it, the restaurant canceled the reservation made a month in advance the day before!!! Such behavior is not serious",Cancels reservations,Poland,Poland,Sightseer06551088179,2023-10-10,,,,,,,neg,2023.0,Poland
5,"I've never experienced anything like this! From the very moment I entered, I felt taken care of, and the favorable atmosphere only enhanced the charming stay in the restaurant. At first I ordered beef tartare, which gave me goosebumps. Main course - kaszotto with emmer, I consider it an absolute masterpiece. Thanks to the virtuosos in their profession, i.e. the staff (Mr. Maciej) and the kitchen. I can't wait to come back.",Unforgettable moments in such a fabulous place,"Poznan, Poland",Poznan,Coastal19049121271,2023-11-30,,,,,,,pos,2023.0,Poland
5,"Perfect place for a couple drinks with friends. Bartender Michał made this experience 5/5.
I will definitely come back when it'll be possible.",Will meet your expectations.,"Poznan, Poland",Poznan,Paradise21445937590,2023-03-01,,,,,,,pos,2023.0,Poland
5,"My husband and I used the tasting menu, all the dishes were an interesting journey for our taste buds, for which we would like to thank the chefs :) The very nice Mr. Michał described each dish in detail and made every effort to make this evening stay in our memory for a long time. I can even say that he is one of the best waiters who has served me so far!!!",Delicious food great service,"Poznan, Poland",Poznan,128joannad,2022-08-03,,,,,,,pos,2022.0,Poland
5,"My sister and I visited Eliksir for the taster menu with cocktail pairing. The idea of cocktail pairing was a refreshing and quite unique experience. Mateusz was professional and personable. He made the dining experience even more enjoyable without being overbearing.
We sat at the bar after the meal, the bar staff are very knowledgeable about the huge range of spirits available.
Note: it is not in central Gdańsk but easy (and cheap) by Uber or taxi. It’s so worth the trip!",Wonderful Experience,"Preston, United Kingdom",Preston,AndreaS989,2023-10-25,,,,,,,pos,2023.0,Foreigner
5,Fantastic food and cocktails to go with the food. Great service by the staff. Recommended if you are in Gdansk. The drinks are small and adapted to the meal.,Great experience,"Rjukan, Norway",Rjukan,107_ysteinb,2024-03-08,,,,,,,pos,2024.0,Foreigner
5,"One of the better restaurants I have ever eaten at. Delicious cuisine, elegant interior and excellent service (greetings to Mrs. Marta). We chose the tasting set with drinks and it was really worth it. The dishes are excellent, refined, nicely presented and sometimes surprising. A big plus is also the extensive bar and solid drinks limited only by your imagination. Considering Polish conditions, the prices are rather higher, but it's really worth it. It was a very nice evening.",A fantastic place,"Rumia, Poland",Rumia,Raffik00001,2024-04-07,,,,,,,pos,2024.0,Poland
